gameid,blue_datacompleteness,blue_url,league,blue_year,blue_split,blue_playoffs,date,blue_game,blue_patch,blue_participantid,blue_side,blue_position,blue_playername,blue_playerid,blue_teamname,blue_teamid,blue_champion,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,blue_gamelength,blue_result,blue_kills,blue_deaths,blue_assists,blue_teamkills,blue_teamdeaths,blue_doublekills,blue_triplekills,blue_quadrakills,blue_pentakills,blue_firstblood,blue_firstbloodkill,blue_firstbloodassist,blue_firstbloodvictim,blue_team kpm,blue_ckpm,blue_firstdragon,blue_dragons,blue_opp_dragons,blue_elementaldrakes,blue_opp_elementaldrakes,blue_infernals,blue_mountains,blue_clouds,blue_oceans,blue_chemtechs,blue_hextechs,blue_dragons (type unknown),blue_elders,blue_opp_elders,blue_firstherald,blue_heralds,blue_opp_heralds,blue_void_grubs,blue_opp_void_grubs,blue_firstbaron,blue_barons,blue_opp_barons,blue_atakhans,blue_opp_atakhans,blue_firsttower,blue_towers,blue_opp_towers,blue_firstmidtower,blue_firsttothreetowers,blue_turretplates,blue_opp_turretplates,blue_inhibitors,blue_opp_inhibitors,blue_damagetochampions,blue_dpm,blue_damageshare,blue_damagetakenperminute,blue_damagemitigatedperminute,blue_damagetotowers,blue_wardsplaced,blue_wpm,blue_wardskilled,blue_wcpm,blue_controlwardsbought,blue_visionscore,blue_vspm,blue_totalgold,blue_earnedgold,blue_earned gpm,blue_earnedgoldshare,blue_goldspent,blue_gspd,blue_gpr,blue_total cs,blue_minionkills,blue_monsterkills,blue_monsterkillsownjungle,blue_monsterkillsenemyjungle,blue_cspm,blue_goldat10,blue_xpat10,blue_csat10,blue_opp_goldat10,blue_opp_xpat10,blue_opp_csat10,blue_golddiffat10,blue_xpdiffat10,blue_csdiffat10,blue_killsat10,blue_assistsat10,blue_deathsat10,blue_opp_killsat10,blue_opp_assistsat10,blue_opp_deathsat10,blue_goldat15,blue_xpat15,blue_csat15,blue_opp_goldat15,blue_opp_xpat15,blue_opp_csat15,blue_golddiffat15,blue_xpdiffat15,blue_csdiffat15,blue_killsat15,blue_assistsat15,blue_deathsat15,blue_opp_killsat15,blue_opp_assistsat15,blue_opp_deathsat15,blue_goldat20,blue_xpat20,blue_csat20,blue_opp_goldat20,blue_opp_xpat20,blue_opp_csat20,blue_golddiffat20,blue_xpdiffat20,blue_csdiffat20,blue_killsat20,blue_assistsat20,blue_deathsat20,blue_opp_killsat20,blue_opp_assistsat20,blue_opp_deathsat20,blue_goldat25,blue_xpat25,blue_csat25,blue_opp_goldat25,blue_opp_xpat25,blue_opp_csat25,blue_golddiffat25,blue_xpdiffat25,blue_csdiffat25,blue_killsat25,blue_assistsat25,blue_deathsat25,blue_opp_killsat25,blue_opp_assistsat25,blue_opp_deathsat25,red_datacompleteness,red_url,red_year,red_split,red_playoffs,red_game,red_patch,red_participantid,red_side,red_position,red_playername,red_playerid,red_teamname,red_teamid,red_champion,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,red_gamelength,red_result,red_kills,red_deaths,red_assists,red_teamkills,red_teamdeaths,red_doublekills,red_triplekills,red_quadrakills,red_pentakills,red_firstblood,red_firstbloodkill,red_firstbloodassist,red_firstbloodvictim,red_team kpm,red_ckpm,red_firstdragon,red_dragons,red_opp_dragons,red_elementaldrakes,red_opp_elementaldrakes,red_infernals,red_mountains,red_clouds,red_oceans,red_chemtechs,red_hextechs,red_dragons (type unknown),red_elders,red_opp_elders,red_firstherald,red_heralds,red_opp_heralds,red_void_grubs,red_opp_void_grubs,red_firstbaron,red_barons,red_opp_barons,red_atakhans,red_opp_atakhans,red_firsttower,red_towers,red_opp_towers,red_firstmidtower,red_firsttothreetowers,red_turretplates,red_opp_turretplates,red_inhibitors,red_opp_inhibitors,red_damagetochampions,red_dpm,red_damageshare,red_damagetakenperminute,red_damagemitigatedperminute,red_damagetotowers,red_wardsplaced,red_wpm,red_wardskilled,red_wcpm,red_controlwardsbought,red_visionscore,red_vspm,red_totalgold,red_earnedgold,red_earned gpm,red_earnedgoldshare,red_goldspent,red_gspd,red_gpr,red_total cs,red_minionkills,red_monsterkills,red_monsterkillsownjungle,red_monsterkillsenemyjungle,red_cspm,red_goldat10,red_xpat10,red_csat10,red_opp_goldat10,red_opp_xpat10,red_opp_csat10,red_golddiffat10,red_xpdiffat10,red_csdiffat10,red_killsat10,red_assistsat10,red_deathsat10,red_opp_killsat10,red_opp_assistsat10,red_opp_deathsat10,red_goldat15,red_xpat15,red_csat15,red_opp_goldat15,red_opp_xpat15,red_opp_csat15,red_golddiffat15,red_xpdiffat15,red_csdiffat15,red_killsat15,red_assistsat15,red_deathsat15,red_opp_killsat15,red_opp_assistsat15,red_opp_deathsat15,red_goldat20,red_xpat20,red_csat20,red_opp_goldat20,red_opp_xpat20,red_opp_csat20,red_golddiffat20,red_xpdiffat20,red_csdiffat20,red_killsat20,red_assistsat20,red_deathsat20,red_opp_killsat20,red_opp_assistsat20,red_opp_deathsat20,red_goldat25,red_xpat25,red_csat25,red_opp_goldat25,red_opp_xpat25,red_opp_csat25,red_golddiffat25,red_xpdiffat25,red_csdiffat25,red_killsat25,red_assistsat25,red_deathsat25,red_opp_killsat25,red_opp_assistsat25,red_opp_deathsat25
11914-11914_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=11914,LPL,2025,Split 2 Placements,0,2025-03-29 11:12:41,1,15.06,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Yone,Aurora,Naafiri,Ashe,Varus,Gwen,Maokai,Corki,Jhin,Alistar,1981,0,7,22,20,7,22,,,,,0.0,,,,0.212,0.8783,0.0,1.0,4.0,,,,,,,,,1.0,,,,1.0,0.0,2.0,4.0,,0.0,1.0,,,0.0,3.0,11.0,,,,,0.0,3.0,63353,1918.8188,,3481.6658,,,108,3.2711,52,1.575,39,260,7.8748,58701,37117,1124.1898,,54671,-0.0809618,,,,166,128.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=11914,2025,Split 2 Placements,0,1,15.06,200,Red,team,,,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,,Skarner,Vi,Sejuani,Miss Fortune,Kalista,Rumble,Ahri,Xin Zhao,Kai'Sa,Rell,1981,1,22,7,62,22,7,,,,,1.0,,,,0.6663,0.8783,1.0,4.0,1.0,,,,,,,,,4.0,,,,0.0,1.0,4.0,2.0,,1.0,0.0,,,1.0,11.0,3.0,,,,,3.0,0.0,78317,2372.0444,,3222.3423,,,112,3.3922,60,1.8173,39,300,9.0863,69999,48415,1466.3806,,59284,0.0809618,,,,258,150.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11887-11887_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=11887,LPL,2025,Split 2 Placements,0,2025-03-25 08:13:48,1,15.06,100,Blue,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Jayce,Yone,Skarner,Maokai,Zyra,Gwen,Vi,Galio,Jhin,Alistar,1745,1,17,4,37,17,4,,,,,1.0,,,,0.5845,0.7221,0.0,2.0,2.0,,,,,,,,,2.0,,,,1.0,0.0,5.0,1.0,,1.0,0.0,,,1.0,11.0,0.0,,,,,3.0,0.0,74186,2550.808,,2910.8424,,,93,3.1977,43,1.4785,36,228,7.8395,60118,40941,1407.7135,,52813,0.177945,,,,213,143.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=11887,2025,Split 2 Placements,0,1,15.06,200,Red,team,,,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,,Ryze,Rumble,Rakan,Ezreal,Nautilus,Varus,Ambessa,Corki,Sejuani,Renata Glasc,1745,0,4,17,10,4,17,,,,,0.0,,,,0.1375,0.7221,1.0,2.0,2.0,,,,,,,,,2.0,,,,0.0,1.0,1.0,5.0,,0.0,1.0,,,0.0,0.0,11.0,,,,,0.0,3.0,51984,1787.4155,,3600.6189,,,82,2.8195,44,1.5129,33,219,7.5301,46811,27634,950.1662,,44183,-0.177945,,,,175,141.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733-11733_game_5,partial,https://lpl.qq.com/es/stats.shtml?bmid=11733,LPL,2025,Split 1,0,2025-02-12 13:19:29,5,15.02,100,Blue,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Nocturne,Caitlyn,Skarner,Sett,Pantheon,K'Sante,Xayah,Blitzcrank,Tryndamere,Lillia,2227,0,15,25,39,15,25,,,,,0.0,,,,0.4041,1.0777,0.0,2.0,4.0,,,,,,,,,2.0,,,,1.0,0.0,6.0,0.0,,1.0,1.0,,,1.0,8.0,7.0,,,,,1.0,1.0,106716,2875.1504,,4662.4338,,,115,3.0983,45,1.2124,60,287,7.7324,68376,44283,1193.0759,,66867,0.0761636,,,,277,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=11733,2025,Split 1,0,5,15.02,200,Red,team,,,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,,Varus,Akali,Viego,Diana,Viktor,Rumble,Rakan,Kai'Sa,Sylas,Volibear,2227,1,25,15,61,25,15,,,,,1.0,,,,0.6736,1.0777,1.0,4.0,2.0,,,,,,,,,4.0,,,,0.0,1.0,0.0,6.0,,1.0,1.0,,,0.0,7.0,8.0,,,,,1.0,1.0,121749,3280.1706,,4299.7934,,,133,3.5833,50,1.3471,48,313,8.4329,73691,49598,1336.273,,61961,-0.0761636,,,,222,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12043-12043_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12043,LPL,2025,Split 2,0,2025-05-10 08:15:07,2,15.09,100,Blue,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Pantheon,Viktor,Azir,Miss Fortune,Ezreal,Rumble,Varus,Viego,Ornn,Renata Glasc,1754,1,21,4,56,21,4,,,,,1.0,,,,0.7184,0.8552,1.0,4.0,1.0,,,,,,,,,4.0,,,,1.0,0.0,1.0,2.0,,0.0,0.0,,,1.0,7.0,2.0,,,,,1.0,0.0,75008,2565.8381,,2989.0194,,,100,3.4208,55,1.8814,35,256,8.7571,59387,40118,1372.3375,,50000,0.132628,,,,250,167.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12043,2025,Split 2,0,2,15.09,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Yone,Lillia,Naafiri,Annie,Aurora,Neeko,Skarner,Taliyah,Kalista,K'Sante,1754,0,4,21,13,4,21,,,,,0.0,,,,0.1368,0.8552,0.0,1.0,4.0,,,,,,,,,1.0,,,,0.0,1.0,2.0,1.0,,0.0,0.0,,,0.0,2.0,7.0,,,,,0.0,1.0,44166,1510.8096,,3336.8757,,,102,3.4892,42,1.4367,41,232,7.9361,45948,26679,912.6226,,43781,-0.132628,,,,168,137.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12017-12017_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12017,LPL,2025,Split 2,0,2025-04-28 10:10:45,2,15.08,100,Blue,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Jayce,Kalista,Skarner,Azir,Ahri,Xin Zhao,Sion,Ryze,Tristana,Rell,2132,0,9,19,23,9,19,,,,,1.0,,,,0.2533,0.788,1.0,3.0,2.0,,,,,,,,,3.0,,,,0.0,1.0,5.0,1.0,,0.0,1.0,,,0.0,2.0,8.0,,,,,0.0,1.0,71220,2004.3152,,4433.6679,,,131,3.6867,57,1.6041,54,327,9.2026,58823,35699,1004.6623,,56998,-0.104679,,,,248,173.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12017,2025,Split 2,0,2,15.08,200,Red,team,,,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,,Gwen,Varus,Neeko,Xayah,Braum,Pantheon,Kai'Sa,Ambessa,Viktor,Poppy,2132,1,19,9,45,19,9,,,,,0.0,,,,0.5347,0.788,0.0,2.0,3.0,,,,,,,,,2.0,,,,1.0,0.0,1.0,5.0,,1.0,0.0,,,1.0,8.0,2.0,,,,,1.0,0.0,117131,3296.3696,,2975.1782,,,134,3.7711,59,1.6604,41,317,8.9212,69304,46180,1299.6248,,63294,0.104679,,,,232,159.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004-12004_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12004,LPL,2025,Split 2,0,2025-04-22 10:10:34,2,15.08,100,Blue,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Vi,Galio,Gwen,Draven,Neeko,Yorick,Lee Sin,Annie,Miss Fortune,Nautilus,2033,0,12,18,15,12,18,,,,,1.0,,,,0.3542,0.8854,0.0,1.0,4.0,,,,,,,,,1.0,,,,0.0,1.0,6.0,0.0,,0.0,1.0,,,1.0,5.0,7.0,,,,,0.0,1.0,91213,2691.9725,,3375.3173,,,120,3.5416,65,1.9183,49,318,9.3851,60564,38449,1134.7467,,58858,0.00137714,,,,216,143.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12004,2025,Split 2,0,2,15.08,200,Red,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Jayce,Varus,Rumble,Kai'Sa,Rell,Naafiri,Ryze,Jax,Kalista,Renata Glasc,2033,1,18,12,42,18,12,,,,,0.0,,,,0.5312,0.8854,1.0,4.0,1.0,,,,,,,,,4.0,,,,1.0,0.0,0.0,6.0,,1.0,0.0,,,0.0,7.0,5.0,,,,,1.0,0.0,82000,2420.0689,,3841.2986,,,126,3.7186,63,1.8593,46,306,9.031,66197,44082,1300.9936,,58777,-0.00137714,,,,226,143.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004-12004_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12004,LPL,2025,Split 2,0,2025-04-22 09:23:12,1,15.08,100,Blue,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Vi,Galio,Gwen,Draven,Kalista,Lillia,Sion,Yone,Ezreal,Poppy,1650,0,4,22,6,4,22,,,,,0.0,,,,0.1455,0.9455,0.0,0.0,4.0,,,,,,,,,0.0,,,,0.0,1.0,1.0,5.0,,0.0,1.0,,,1.0,2.0,9.0,,,,,0.0,1.0,73231,2662.9455,,4657.4545,,,88,3.2,31,1.1273,35,178,6.4727,43559,25351,921.8545,,41323,-0.162422,,,,174,144.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12004,2025,Split 2,0,1,15.08,200,Red,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Jayce,Varus,Rumble,Kai'Sa,Neeko,Azir,Xin Zhao,Ambessa,Alistar,Sivir,1650,1,22,4,54,22,4,,,,,1.0,,,,0.8,0.9455,1.0,4.0,0.0,,,,,,,,,4.0,,,,1.0,0.0,5.0,1.0,,1.0,0.0,,,0.0,9.0,2.0,,,,,1.0,0.0,101331,3684.7636,,4090.6182,,,88,3.2,49,1.7818,30,241,8.7636,57961,39753,1445.5636,,48628,0.162422,,,,190,114.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11987-11987_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=11987,LPL,2025,Split 2,0,2025-04-14 11:25:00,3,15.07,100,Blue,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Vi,Poppy,Akali,Ashe,Corki,Wukong,Jayce,Aurora,Aphelios,Rakan,2171,0,2,11,6,2,11,,,,,0.0,,,,0.0553,0.3593,1.0,4.0,2.0,,,,,,,,,4.0,,,,1.0,0.0,4.0,2.0,,0.0,1.0,,,1.0,4.0,9.0,,,,,0.0,2.0,45092,1246.2091,,2270.0507,,,150,4.1456,76,2.1004,56,374,10.3363,61516,37994,1050.0415,,59215,0.0116353,,,,249,174.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=11987,2025,Split 2,0,3,15.07,200,Red,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Kalista,Naafiri,Lillia,Kai'Sa,Jinx,Taliyah,Skarner,Yorick,Xayah,Renata Glasc,2171,1,11,2,26,11,2,,,,,1.0,,,,0.304,0.3593,0.0,2.0,4.0,,,,,,,,,2.0,,,,0.0,1.0,2.0,4.0,,1.0,0.0,,,0.0,9.0,4.0,,,,,2.0,0.0,49835,1377.2916,,2003.2427,,,144,3.9797,77,2.1281,56,352,9.7282,68582,45060,1245.3247,,58530,-0.0116353,,,,235,177.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958-11958_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=11958,LPL,2025,Split 2 Placements,0,2025-03-28 14:21:24,1,15.06,100,Blue,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Varus,Naafiri,Vi,Xayah,Akali,Gwen,Sejuani,Yone,Corki,Braum,2866,0,18,28,43,18,28,,,,,0.0,,,,0.3768,0.963,0.0,4.0,1.0,,,,,,,,,4.0,,,,0.0,1.0,0.0,6.0,,0.0,2.0,,,0.0,3.0,10.0,,,,,0.0,2.0,118997,2491.2142,,3927.4878,,,174,3.6427,88,1.8423,70,452,9.4627,78843,48232,1009.7418,,74468,-0.0863442,,,,241,190.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=11958,2025,Split 2 Placements,0,1,15.06,200,Red,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Aurora,Alistar,Ezreal,Poppy,Renata Glasc,Rumble,Rell,Wukong,Kai'Sa,Yasuo,2866,1,28,18,84,28,18,,,,,1.0,,,,0.5862,0.963,1.0,1.0,4.0,,,,,,,,,1.0,,,,1.0,0.0,6.0,0.0,,2.0,0.0,,,1.0,10.0,3.0,,,,,2.0,0.0,128666,2693.6357,,3453.6636,,,186,3.8939,92,1.926,74,487,10.1954,90919,60308,1262.5541,,81188,0.0863442,,,,336,206.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11905-11905_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=11905,LPL,2025,Split 2 Placements,0,2025-03-28 08:13:14,1,15.06,100,Blue,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Varus,Naafiri,Poppy,Renata Glasc,Akali,Ambessa,Vi,Aurora,Ezreal,Karma,1746,0,4,20,9,4,20,,,,,0.0,,,,0.1375,0.8247,0.0,1.0,3.0,,,,,,,,,1.0,,,,0.0,1.0,1.0,5.0,,0.0,1.0,,,0.0,1.0,9.0,,,,,0.0,1.0,60389,2075.2234,,2997.2509,,,95,3.2646,35,1.2027,33,208,7.1478,46029,26842,922.4055,,44193,-0.176518,,,,180,149.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=11905,2025,Split 2 Placements,0,1,15.06,200,Red,team,,,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,,Rumble,Gwen,Kalista,Kai'Sa,Nautilus,Sejuani,Ashe,Renekton,Ryze,Seraphine,1746,1,20,4,56,20,4,,,,,1.0,,,,0.6873,0.8247,1.0,3.0,1.0,,,,,,,,,3.0,,,,1.0,0.0,5.0,1.0,,1.0,0.0,,,1.0,9.0,1.0,,,,,1.0,0.0,66762,2294.2268,,3474.8797,,,90,3.0928,47,1.6151,41,256,8.7973,59680,40493,1391.512,,52749,0.176518,,,,210,141.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886-11886_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=11886,LPL,2025,Split 2 Placements,0,2025-03-24 13:11:32,1,15.06,100,Blue,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Poppy,Varus,Skarner,Alistar,Karma,Gwen,Vi,Aurora,Kai'Sa,Rell,2148,1,28,22,71,28,22,,,,,0.0,,,,0.7821,1.3966,0.0,2.0,2.0,,,,,,,,,2.0,,,,1.0,0.0,4.0,2.0,,1.0,1.0,,,0.0,10.0,5.0,,,,,2.0,0.0,122271,3415.3911,,3945.9777,,,110,3.0726,67,1.8715,42,326,9.1061,73186,49898,1393.7989,,69558,0.0578681,,,,244,157.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=11886,2025,Split 2 Placements,0,1,15.06,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Rumble,Kalista,Lillia,Ashe,Miss Fortune,Yone,Sejuani,Vladimir,Ezreal,Leona,2148,0,22,28,57,22,28,,,,,1.0,,,,0.6145,1.3966,1.0,2.0,2.0,,,,,,,,,2.0,,,,0.0,1.0,2.0,4.0,,1.0,1.0,,,1.0,5.0,10.0,,,,,0.0,2.0,107471,3001.9832,,4678.7709,,,130,3.6313,43,1.2011,58,296,8.2682,68360,45072,1258.9944,,65646,-0.0578681,,,,191,146.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12043-12043_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12043,LPL,2025,Split 2,0,2025-05-10 09:05:45,3,15.09,100,Blue,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Yone,Kindred,Jayce,Miss Fortune,Lee Sin,Lillia,Renekton,Azir,Corki,Nautilus,2054,1,16,12,34,16,12,,,,,1.0,,,,0.4674,0.8179,1.0,4.0,0.0,,,,,,,,,4.0,,,,1.0,0.0,3.0,0.0,,1.0,1.0,,,0.0,9.0,5.0,,,,,2.0,0.0,87077,2543.6319,,3619.3087,,,131,3.8267,65,1.8987,50,327,9.5521,67294,44965,1313.4859,,59251,0.029474,,,,275,195.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12043,2025,Split 2,0,3,15.09,200,Red,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Pantheon,Naafiri,Ezreal,Jhin,Draven,Alistar,Ambessa,Aurelion Sol,Jax,Sivir,2054,0,12,16,35,12,16,,,,,0.0,,,,0.3505,0.8179,0.0,0.0,4.0,,,,,,,,,0.0,,,,0.0,1.0,0.0,3.0,,1.0,1.0,,,1.0,5.0,9.0,,,,,0.0,2.0,74288,2170.0487,,3463.9046,,,129,3.7683,59,1.7235,47,288,8.4129,63081,40752,1190.4187,,57530,-0.029474,,,,233,192.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12043-12043_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12043,LPL,2025,Split 2,0,2025-05-10 07:27:09,1,15.09,100,Blue,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Yone,Gwen,Neeko,Ambessa,K'Sante,Xin Zhao,Sylas,Sion,Xayah,Rakan,1417,1,21,5,53,21,5,,,,,1.0,,,,0.8892,1.1009,0.0,2.0,1.0,,,,,,,,,2.0,,,,1.0,0.0,3.0,0.0,,0.0,0.0,,,1.0,10.0,1.0,,,,,1.0,0.0,66671,2823.0487,,3366.8596,,,74,3.1334,32,1.355,31,193,8.1722,50557,34726,1470.4023,,43999,0.20229,,,,174,121.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12043,2025,Split 2,0,1,15.09,200,Red,team,,,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,,Pantheon,Taliyah,Rumble,Varus,Renata Glasc,Vi,Ahri,Kai'Sa,Shen,Rell,1417,0,5,21,15,5,21,,,,,0.0,,,,0.2117,1.1009,1.0,1.0,2.0,,,,,,,,,1.0,,,,0.0,1.0,0.0,3.0,,0.0,0.0,,,0.0,1.0,10.0,,,,,0.0,1.0,44842,1898.7438,,3546.8172,,,70,2.964,28,1.1856,23,161,6.8172,38346,22515,953.3522,,35916,-0.20229,,,,152,126.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
